,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
26349,Surprised,0.9226,5407096,"- You were late , then !",8045193,"- I didn 't make it in time ...
- YOU 'RE LATE !"
26350,Surprised,0.9215,2379735,- That 's odd .,6920216,"- How very odd !
- A very strange ."
26351,Surprised,0.9206,5407096,"- You were late , then !",2746015,"- Mr. Ditirambo ?
- You 're late ."
27209,Sympathizing,0.9939,6058542,- I 'm so sorry .,4933214,"- I 'm so sorry . I truly am .
- I 'm so very sorry ."
27210,Sympathizing,0.9859,7111597,- I 'm not sorry .,1717972,"- I 'm not sorry . I hope you know that .
- I am not sorry ."
27211,Sympathizing,0.9737,6058542,- I 'm so sorry .,1599244,"- I am sorry , Sir .
- I am really sorry ."
27212,Sympathizing,0.9716,6058542,- I 'm so sorry .,5987195,"- I 'm sorry . Sorry ?
- I 'm sorry . Sorry ."
27213,Sympathizing,0.9692,6662975,- I 'm terribly sorry .,6071146,"- Oh , boy ! I am terribly sorry about that .
- Very terribly sorry ."
27214,Sympathizing,0.9685,256624,"- Sorry , love .",5668037,"- Oh , love . You 're squashing me .
- Sorry , love ."
27215,Sympathizing,0.9683,1287963,- I 'm sorry about this .,7295187,"- I am sorry . I am sorry . Does it hurt ?
- I am sorry ."
27216,Sympathizing,0.9677,6058542,- I 'm so sorry .,1165226,"- I do not love you any more .
- I 'm very sorry .
- Very sorry indeed ."
27217,Sympathizing,0.9674,6058542,- I 'm so sorry .,6274942,"- Got the clothes ... Goddamn it , skidmark .
- Sorry , here .
- I 'm so sorry ."
27218,Sympathizing,0.9673,6058542,- I 'm so sorry .,8114627,"- I 'm so very sorry . I was so absorbed in my own problems . Forgive me .
- I 'm so sorry ."
27219,Sympathizing,0.9664,7111597,- I 'm not sorry .,869875,"- His escape ... it was all over the news , and when I saw that you caught him , I couldn 't ... I didn 't want him to ...
- You don 't have to explain .
- I 'm not sorry ."
27220,Sympathizing,0.9645,5179073,"- Honey , I 'm sorry .",4115221,"- Honey .
- Honey . I 'm sorry ."
27221,Sympathizing,0.9638,6058542,- I 'm so sorry .,4897642,"- I 'm so sorry . I love you so much .
- I 'm so sorry ."
27222,Sympathizing,0.9637,6662975,- I 'm terribly sorry .,3019467,"- Hmm . Well , now ... I think something 's gone wrong .
- Um ... I 'm really-I 'm terribly sorry ."
27223,Sympathizing,0.9622,6058542,- I 'm so sorry .,5587820,"- This is my fault . I wasn 't there for you .
- I 'm so sorry ."
27224,Sympathizing,0.9621,6058542,- I 'm so sorry .,1195255,"- I 'm so sorry . Your wings .
- I 'm so sorry ."
27225,Sympathizing,0.9596,6058542,- I 'm so sorry .,1840514,"- THE LORD IS MY SHEPHERD , I SHALL NOT WANT . HE MAKETH ME TO LIE DOWN IN GREEN PASTURES . HE RESTORETH- - HOW DID YOU GET IN HERE ?
- SUCH A TRAGEDY .
- I 'M SO VERY SORRY ."
27226,Sympathizing,0.9588,6058542,- I 'm so sorry .,5813729,"- Sorry Ulises much , really .
- I 'm really sorry ."
27227,Sympathizing,0.9585,6662975,- I 'm terribly sorry .,8480254,"- I don 't feel well .
- Sorry , sorry ."
27228,Sympathizing,0.9582,5179073,"- Honey , I 'm sorry .",1129017,"- But it didn 't . It made it worse . It makes you the same as what you 're afraid of .
- Honey , I 'm sorry ."
27229,Sympathizing,0.9582,6058542,- I 'm so sorry .,5364125,"- forgive my rudeness .
- i 'm so sorry ."
27230,Sympathizing,0.9571,6058542,- I 'm so sorry .,4598798,"- George ?
- Oh , Miss Dowling . What a pleasant surprise . Yeah , can it , George . Hire him back .
- Oh , no no no , I 'm sorry . There are strict rules about fraternization .
- Okay , well , give me his number .
- I 'm sorry . I can 't do that either .
- I really am sorry ."
27231,Sympathizing,0.9567,6058542,- I 'm so sorry .,6924340,"- I 'm so sorry . It doesn 't matter .
- I 'm really sorry ."
27232,Sympathizing,0.9554,6058542,- I 'm so sorry .,1179811,"- Sorry , Bro ' Shuo !
- I 'm really sorry"
27233,Sympathizing,0.955,6058542,- I 'm so sorry .,5993950,"- This aloofness will definitely kill me .
- I am sorry ."
27234,Sympathizing,0.9548,6058542,- I 'm so sorry .,553762,"- Sorry , sorry , I 'm sorry .
- Sorry , sorry ."
27235,Sympathizing,0.9544,6058542,- I 'm so sorry .,1336756,"- He lost too much blood . They couldn 't bring him back .
- I 'm very sorry ."
27236,Sympathizing,0.9539,6058542,- I 'm so sorry .,7894548,"- l 'm sorry . Sorry for what ?
- I 'm just sorry ."
27237,Sympathizing,0.9532,6058542,- I 'm so sorry .,2449394,"- I 'm very sorry , Quinn .
- Very sorry ."
27238,Sympathizing,0.9531,6662975,- I 'm terribly sorry .,1096202,"- Angela , I 'm so sorry .
- Oh , it 's just terrible . I 'm so sorry ."
27239,Sympathizing,0.9528,6058542,- I 'm so sorry .,22449,"- Alice , I 'm sorry .
- Really . Very sorry ."
27240,Sympathizing,0.9526,6058542,- I 'm so sorry .,6882322,"- I 've been thinking these years You 've suffered a lot , it 's all my fault
- I 'm so sorry"
27241,Sympathizing,0.9517,6058542,- I 'm so sorry .,3490265,"- We cannot do this .
- I am sorry ."
27242,Sympathizing,0.9509,6058542,- I 'm so sorry .,4392371,"- I am sorry ! I got you involved .
- I am sorry !"
27243,Sympathizing,0.9509,6058542,- I 'm so sorry .,5784515,"- What are you doing miss ?
- Doing what all you mean likes to do don 't Our elder used to teach us to "" welcome guests enthusiastically
- You don 't like it ?
- I 've never tried before I know You haven 't tried . It doesn 't mean you don 't want it You will like it
- Miss ! Please don 't !
- You 're so bad
- I 'm so sorry !"
27244,Sympathizing,0.9506,6058542,- I 'm so sorry .,48314,"- You hurt me !
- I 'm so sorry !"
27245,Sympathizing,0.9505,6058542,- I 'm so sorry .,5610569,"- We can not stay here .
- So sorry ."
27246,Sympathizing,0.9501,6058542,- I 'm so sorry .,7247381,"- I can 't do this . Neither can I. But I ... . We 're just getting start- No , can 't .
- I 'm sorry . Sorry ."
27247,Sympathizing,0.9498,6662975,- I 'm terribly sorry .,52402,"- Can I say something ? I mean , don 't you have something to say ? You beat the shit out of me . You hit me . Do you think that 's okay ?
- It still hurts .
- I 'm terribly sorry ."
27248,Sympathizing,0.9496,6662975,- I 'm terribly sorry .,1228618,"- That was really fucking weird .
- Yeah , that didn 't feel good .
- Ugh !
- Sorry . I 'm sorry ."
27249,Sympathizing,0.9495,6662975,- I 'm terribly sorry .,1807940,"- You 're late
- I 'm terribly sorry ."
27250,Sympathizing,0.9494,6058542,- I 'm so sorry .,4503716,"- Oh , this was such a bad idea of mine to come all the way up here .
- I am so sorry ."
27251,Sympathizing,0.9493,6648941,"- I 'm sorry , Jenny .",3326487,"- Jenny .
- I 'm sorry , Jenny ."
27252,Sympathizing,0.9489,6662975,- I 'm terribly sorry .,7488935,"- What are you doing ? You could get somebody ...
- Sorry , sir .
- Terribly sorry ."
27253,Sympathizing,0.9486,6662975,- I 'm terribly sorry .,6131079,"- This time I really couldn 't help it .
- I 'm terribly sorry ."
27254,Sympathizing,0.9485,3099984,"- We 're sorry , sir .",7526944,"- I 'm sorry
- Sorry , Sir"
27255,Sympathizing,0.9485,6058542,- I 'm so sorry .,588871,"- Are you okay ? Did you get hurt ? You 're okay ? We 're so sorry . Very sorry about this .
- So sorry ."
27256,Sympathizing,0.948,6058542,- I 'm so sorry .,768043,"- You have to be the evil till the very end !
- I am really sorry ."
27257,Sympathizing,0.948,6058542,- I 'm so sorry .,1590768,"- There 's no m-more magic here , and I don 't want to spend my last moments this way .
- This is all my fault .
- I am so sorry ."
27258,Sympathizing,0.9479,6058542,- I 'm so sorry .,5269288,"- Jack ? I gotta get back to you .
- I 'm sorry , she didn 't make it . There was just too much arterial damage and blood loss .
- I 'm very sorry ."
27259,Sympathizing,0.9467,6058542,- I 'm so sorry .,4451927,"- It 's all my fault .
- I 'm so sorry !"
27260,Sympathizing,0.9466,3099984,"- We 're sorry , sir .",5771352,"- Sorry , sir . I was wrong .
- Sorry , sir ."
27261,Sympathizing,0.9463,6058542,- I 'm so sorry .,8109917,"- One of the more useful things I learnt at college .
- sorry .
- Sorry . I 'm sorry ."
27262,Sympathizing,0.9463,1287963,- I 'm sorry about this .,3734983,"- I 'm sorry . Did my cart hit your cart ?
- I 'm so sorry about that ."
27263,Sympathizing,0.9453,6058542,- I 'm so sorry .,1125785,"- I was not ready for such pressure from my students . That 's why I 'm here today , to apologize to them .
- I 'm so very sorry ."
27264,Sympathizing,0.9451,6197848,"- I 'm really sorry , guys .",174889,"- Shit . Sorry , Deb . Some woman .
- Sorry , guys . Sorry ."
27265,Sympathizing,0.945,6058542,- I 'm so sorry .,3263211,"- I am so sorry , tata .
- So sorry ."
27266,Sympathizing,0.9447,6058542,- I 'm so sorry .,4487794,"- I am sorry , honey . In fact , I can 't live without you .
- I am sorry !"
27267,Sympathizing,0.9445,6058542,- I 'm so sorry .,6511733,"- I 'm sorry , William .
- So very very sorry ."
27269,Sympathizing,0.9443,6662975,- I 'm terribly sorry .,5536768,"- Can I offer you a drink ?
- Oh , gosh . I do apologize . The stupidity of old men .
- I 'm terribly sorry ."
27270,Sympathizing,0.9442,3257285,- I 'm sorry to bother you .,3751064,"- That guy 's in serious trouble . We need to save him .
- Sorry to bother you ."
27271,Sympathizing,0.944,6058542,- I 'm so sorry .,3354908,"- I 'm Paul Weston . I was a friend of Alex 's . My condolences . Thank you for coming .
- I 'm deeply sorry . Thank you very much .
- I 'm deeply sorry ."
27272,Sympathizing,0.944,6662975,- I 'm terribly sorry .,7381068,"- Now you make me feel like a heel . But what can I do ?
- I 'm terribly sorry ."
27273,Sympathizing,0.9439,6058542,- I 'm so sorry .,4947909,"- Forgive me . I 'm so sorry .
- Be sorry ."
27274,Sympathizing,0.9438,6058542,- I 'm so sorry .,1067667,"- Shit . It was a mountain road . The car went over an embankment and caught fire . I called up the embassy . They gave me the details . God , I haven 't smelled that stench in so many years . But you never forget .
- I 'm very sorry ."
27275,Sympathizing,0.9433,6058542,- I 'm so sorry .,4313879,"- Watch where you 're going ! I 'm so sorry .
- Sorry . Thank you .
- I really am sorry ."
27276,Sympathizing,0.9433,6058542,- I 'm so sorry .,1130302,"- TRAVIS .
- I 'M SO SORRY ."
27277,Sympathizing,0.9432,6058542,- I 'm so sorry .,4669865,"- I 'm sorry , madam .
- Very sorry ."
27278,Sympathizing,0.943,6058542,- I 'm so sorry .,3684695,"- Sorry ... Sorry ... Why does he keep saying sorry , what has happened ?
- I 'm really sorry ... sorry ."
27279,Sympathizing,0.9421,1287963,- I 'm sorry about this .,377370,"- Dear Catherine ... I 've been sitting here thinking about all the things I wanted to apologize to you for . All the pain we caused each other . Everything I put on you . Everything I needed you to be or needed you to say .
- I 'm sorry for that ."
27280,Sympathizing,0.9421,6662975,- I 'm terribly sorry .,7597636,"- I 'm sorry , Miss Thompson .
- Terribly sorry ."
27281,Sympathizing,0.942,6058542,- I 'm so sorry .,5236101,"- And I 'm also saying that I 'm sorry .
- Really sorry ."
27282,Sympathizing,0.9417,6058542,- I 'm so sorry .,5520906,"- You 're such a hassle , you know . Everyone 's asking me where you are .
- I 'm sorry then ."
27283,Sympathizing,0.9417,6058542,- I 'm so sorry .,5494151,"- you calling off the wedding ... Nita .. if i didn 't i 'd only be marrying you for all the wrong reasons . when you finally found out why , you 'll hate me for the rest of our lives . and i 'd rather live with you possibly hating me than live with that . i just hope that you can find ir in your heart to forgive me .
- i 'm so sorry ."
27284,Sympathizing,0.9416,5517052,- I am so sorry to hear that .,4902733,"- Your brother 's a suspect in the murder ... of a police officer . My fucking partner . And I guarantee when they find him , they 're not gonna ask questions first .
- You think he did it ?
- Kevin says he did . Last night ... my mother ran out of oxygen . He just left her lying there , suffocating . She could 've fucking died . So , right now , I don 't give a shit what happens to him . Is she all right ?
- No , she 's worse than ever . It 's real bad .
- I 'm sorry to hear that ."
27285,Sympathizing,0.9413,5517052,- I am so sorry to hear that .,1334355,"- Things are not great at the moment .
- I 'm very sorry to hear that ."
27286,Sympathizing,0.9413,6058542,- I 'm so sorry .,4105357,"- I 'm so sorry . I would never leave you again .
- I 'm so sorry ."
27287,Sympathizing,0.9412,6058542,- I 'm so sorry .,4169563,"- Mind if I turn up the heat a little ?
- It 's bitter out there .
- Alvin 's my name . Alvin Walters .
- Nice meeting you , Alvin .
- Care for a smoke ?
- No , thank you . You 're out late .
- I was with my sister . My oldest . You ?
- Just visiting a friend .
- Whereabouts does your sister live ?
- Ferndale . She died tonight .
- I 'm sorry to hear that .
- Very sorry ."
27288,Sympathizing,0.9403,6662975,- I 'm terribly sorry .,4166030,"- Laura ?
- Oh , you gave me a fright .
- I 'm sorry . Sorry ."
27289,Sympathizing,0.9402,6058542,- I 'm so sorry .,3332605,"- The mirror .
- Sorry . No problem .
- I am so sorry ."
27290,Sympathizing,0.94,6058542,- I 'm so sorry .,4308037,"- They want me dead and they used you .
- I am really sorry ."
27291,Sympathizing,0.9391,6058542,- I 'm so sorry .,1542679,"- Gently ... hold the back of her head . There you go .
- Sorry , sorry . Sorry .
- Sorry , sorry ."
27292,Sympathizing,0.9391,6058542,- I 'm so sorry .,5277505,"- oh ! Sorry , sorry !
- sorry ."
27293,Sympathizing,0.9391,6058542,- I 'm so sorry .,4591763,"- Mom ! Mom Dad 's killed you !
- I 'm so sorry ."
27294,Sympathizing,0.9388,6058542,- I 'm so sorry .,3555065,"- Soon you will remember nothing .
- I 'm so sorry ."
27295,Sympathizing,0.9388,6058542,- I 'm so sorry .,5927455,"- Oh , my gosh , are you okay ?
- I am so , so sorry ."
27296,Sympathizing,0.9386,6058542,- I 'm so sorry .,5623859,"- HERE YOU GO .
- FROZEN PEAS ?
- IT 'S LIKE AN ICE PACK . I WAS ACCIDENT-PRONE AS A KID , AND IT ALWAYS HEALED ME RIGHT UP . LET ME .
- NO , THANKS . YOU REALLY SHOULD .
- MIKE !
- COME ON . IT 'LL MAKE YOU FEEL BETTER !
- AHH !
- EMILY , ARE YOU OKAY ?
- THEY 'RE EVERYWHERE .
- I 'M SUCH A DISASTER .
- NO , YOU 'RE NOT . YOU WERE DOING A NICE THING .
- I 'M SO SORRY ."
27297,Sympathizing,0.9386,6058542,- I 'm so sorry .,5042652,"- I know it was hard for you . I just wanted to leave good memories to you .
- I am sorry ."
27298,Sympathizing,0.9385,6058542,- I 'm so sorry .,1632498,"- Oh , thank God ! Thank God ! What ?
- If you would have died , I would have nothing to live for !
- It 's been so hard !
- I am so sorry !
- You 're sorry ?"
27299,Sympathizing,0.9384,6565131,"- Sorry , kid .",956974,"- Had you going , kid , didn 't I ? You son of a bitch . You almost had me . I 'm gonna go call it in .
- Sorry , kid ."
27300,Sympathizing,0.9383,6058542,- I 'm so sorry .,4235511,"- I said go easy , you fool . A little easy .
- Think , dammit !
- So sorry . If you can 't beat them , join them .
- So sorry .
- Winning isn 't everything .
- So sorry . Look before you leap .
- So sorry . Let sleeping dogs lie .
- So sorry . sometimes both sides lose .
- So sorry .
- Don 't drink and drive .
- So sorry . Never too old to learn .
- I am so sorry ."
27301,Sympathizing,0.9382,6058542,- I 'm so sorry .,8401661,"- I 'm not having sex .
- I 'm sorry . L-I thought ... I mean , I shouldn 't have assumed that ... I feel like an idiot .
- I 'm really very sorry ."
27302,Sympathizing,0.9381,6058542,- I 'm so sorry .,3095779,"- Are you going to talk ? What did you do with the rest ?
- I don 't have anything ? How can I make you believe me ?
- May lightening strike me ! Can I take the ring and go ? My husband will be waiting for me .
- I can 't do that . You can pass by tomorrow .
- Don 't do this to me . I need to get the ring today .
- The lady knows . I need to get it tonight .
- Pass by tomorrow to see the captain . Since you claim it 's yours , you 'll take it . What am I going to do ?
- The world hasn 't come to an end ! lt has . You don 't know .
- I 'm very sorry , but I can 't help you .
- We 're very sorry ."
27303,Sympathizing,0.938,6058542,- I 'm so sorry .,7813528,"- Sorry , we 're really sorry .
- Asshole !
- We 're really sorry . Sorry ."
27304,Sympathizing,0.9378,6058542,- I 'm so sorry .,5675732,"- Raj cant take ... Rejection .
- I am sorry !"
27305,Sympathizing,0.9376,6058542,- I 'm so sorry .,4353442,"- Michael ... I 'm very sorry .
- No biggie . Just ...
- No . No , no , no . Hey , this was rough . We never meant for you to get caught in the middle of this .
- I 'm very sorry ."
27306,Sympathizing,0.9372,1287963,- I 'm sorry about this .,3736298,"- sorry .
- sorry about this .
- sorry ."
27307,Sympathizing,0.937,6058542,- I 'm so sorry .,3942665,"- Is it too much to ask what the hell is going on here ?
- Answer me , for fuck 's sake ! You demented bastard !
- ApologiZe . I am sorry . Say it with more feeling , as if you really mean it .
- I am really sorry ."
27308,Sympathizing,0.937,6058542,- I 'm so sorry .,5572646,"- What 's the matter ? Can you please come a bit aside ?
- Side ?
- Tell me what you want to say , here .
- Guru , I have behaved very badly with you till today so I wanted to apologize to you .
- I 'm really very sorry ."
27309,Sympathizing,0.9368,1287963,- I 'm sorry about this .,5998134,"- I 'll tell you what I am sorry about .
- I 'm sorry we didn 't listen to you about going to the police . That was my mistake . If we had , if we had gotten the whole thing out in the open just like you said , I 've got a funny feeling that your sister would have been happier , you wouldn 't have quit preaching , and the church would be in a much better position than it is , to say nothing of the family .
- I 'm sorry about that ."
27310,Sympathizing,0.9367,6058542,- I 'm so sorry .,3447356,"- Are ... Are you serious , man ?
- I 'm so sorry ."
27311,Sympathizing,0.9367,6058542,- I 'm so sorry .,8025636,"- I told you to stay back I 'm sorry Blame yourself
- I 'm sorry"
27312,Sympathizing,0.9363,6058542,- I 'm so sorry .,7533369,"- So sorry . Let me pull it out .
- Terribly sorry ."
27313,Sympathizing,0.9359,6662975,- I 'm terribly sorry .,3101370,"- Oh , Paul . I 'm sorry for the way I treated you . Paul was so desperate to keep you from knowing . We did everything we could . Now that I know you , I 'm sure we were wrong .
- I 'm sorry . Terribly sorry ."
27314,Sympathizing,0.9359,6058542,- I 'm so sorry .,5178286,"- Cole .
- I really am so sorry ."
27315,Sympathizing,0.9357,1287963,- I 'm sorry about this .,1698798,"- What do you want , Elliot ?
- I 'm sorry for what I said . It was stupid . It was .
- Yeah , well I 'm sorry ."
27316,Sympathizing,0.9356,6058542,- I 'm so sorry .,6217028,"- You know ... what you did was really bad .
- I know . I 'm really sorry ."
27317,Sympathizing,0.9355,6058542,- I 'm so sorry .,8470081,"- One doesn 't disappear for a whole week ... without calling .
- I 'm worried . Have you spoken with him ? No .
- Was he offended ? No .
- Did you make him angry ? No . Perhaps I have . Do you think I 've made him angry ?
- I wouldn 't know .
- Excuse me , I was ill .
- I 'm very sorry ."
27318,Sympathizing,0.9354,6058542,- I 'm so sorry .,1379482,"- I have one last request . Say it . That time ... even for a moment , tell me you actually had some feelings for me , even if it was out of sympathy . You were Nana 's replacement .
- I 'm really sorry ."
27319,Sympathizing,0.9352,6058542,- I 'm so sorry .,4355397,"- Mr Holbrook contracted a chill on the voyage back from France . By the time he reached home , pneumonia had set in .
- I 'm so very sorry ."
27320,Sympathizing,0.9352,6058542,- I 'm so sorry .,4159648,"- Mr. Beachum . Nice to see a man who dresses for court .
- I 'm very sorry , Your Honor .
- Very sorry ."
27321,Sympathizing,0.9351,6058542,- I 'm so sorry .,5238498,"- Taro ... I 'm sorry . I guess ... I should mind my own business .
- I 'm really sorry ."
27322,Sympathizing,0.935,6058542,- I 'm so sorry .,1661391,"- I clearly told you to be careful .
- I am sorry ."
27323,Sympathizing,0.9349,6058542,- I 'm so sorry .,7165536,"- I am truly sorry for everything . Please forgive me . For my life . For everything .
- I 'm truly sorry ."
27324,Sympathizing,0.9349,6662975,- I 'm terribly sorry .,484454,"- I 'm sorry , Aishu . Try to understand me . I didn 't hit you intentionally .
- I behaved very foolishly . lam feeling ashamed .
- I am extremely sorry ."
27325,Sympathizing,0.9346,3257285,- I 'm sorry to bother you .,5748038,"- I am sorry . I must be really annoying .
- I 'm sorry if I made you upset ."
27326,Sympathizing,0.9345,3257285,- I 'm sorry to bother you .,5797685,"- Yeah- My bad . Like I said , I haven 't really been getting a whole lot of sleep lately .
- So- I 'm sorry to bother you ."
27328,Sympathizing,0.9345,6058542,- I 'm so sorry .,8081804,"- I always ... I always wanted to apologize . But I never had the courage .
- I 'm so very sorry !"
27329,Sympathizing,0.9343,6662975,- I 'm terribly sorry .,3034529,"- Mrs. Drysdale , I 'm afraid I may have some rather bad news for you . A man 's body was found in the river this afternoon . The initial identification suggests it may be your husband .
- I 'm terribly sorry ."
27330,Sympathizing,0.9339,1287963,- I 'm sorry about this .,3107805,"- I 'm not as pretty anymore .
- I 'm sorry for that ."
27331,Sympathizing,0.9339,6058542,- I 'm so sorry .,81275,"- Charlotte ?
- I 'm so sorry . I should have called you earlier . He died last night , in his sleep .
- I 'm so sorry ."
27332,Sympathizing,0.9338,6058542,- I 'm so sorry .,896383,"- Why Lily ?
- He 'd seen her before . My God . He just ... grabbed her , attacked her , killed her ? For no reason ?
- I wish ... that we had a better answer .
- I am so very sorry ."
27333,Sympathizing,0.9336,6058542,- I 'm so sorry .,937579,"- Cinderella ! Ella ! My dear sister ! I 'm sorry .
- So very sorry ."
27334,Sympathizing,0.9336,3099984,"- We 're sorry , sir .",3123545,"- Colonel Yakov to see Major Passik .
- I am sorry , sir . This has expired .
- Soldier , you are courting trouble .
- I am sorry , sir ."
27335,Sympathizing,0.9336,6058542,- I 'm so sorry .,4592196,"- I 'm sorry to see you unwell .
- I 'm sorry too ."
27336,Sympathizing,0.9335,6058542,- I 'm so sorry .,1448366,"- Like werewolves , do you ?
- Well , they don 't like you !
- Mam .
- I 'm sorry . I am so sorry ."
27337,Sympathizing,0.9334,6662975,- I 'm terribly sorry .,6326680,"- I am sorry , monsieur .
- Deeply sorry ."
27338,Sympathizing,0.9333,1287963,- I 'm sorry about this .,5592847,"- Hold it , Team Leader . Do you really think I wouldn 't catch up of you ? You and I are not enemies . It was a setup . We 'll find out your lies soon enough . Move it !
- I 'm sorry about this ."
27339,Sympathizing,0.9333,7562519,"- Sorry , guys .",3045693,"- Gosh !
- Sorry , guys ."
27340,Sympathizing,0.9333,3257285,- I 'm sorry to bother you .,418647,"- Excuse me for bothering you .
- Sorry for bothering you ."
27341,Sympathizing,0.933,6058542,- I 'm so sorry .,8201478,"- I 'm sorry . You have my apology .
- So sorry !"
27342,Sympathizing,0.9329,6662975,- I 'm terribly sorry .,6817090,"- Hey , get off of there !
- I 'm really sorry ."
27343,Sympathizing,0.9329,3257285,- I 'm sorry to bother you .,5669394,"- Excuse us , sir .
- Sorry to bother you ."
27344,Sympathizing,0.9327,6662975,- I 'm terribly sorry .,867595,"- Dear Riba-chan . Presenting you such a picture is very painful .
- I 'm truly sorry ."
27345,Sympathizing,0.9327,6662975,- I 'm terribly sorry .,3744094,"- What do we do without a car ?
- Don 't split hairs !
- Where there 's a will there 's a way . What way ?
- I 've been running around in circles for hours .
- You think a solution will fall into our laps ?
- We 'll ask to borrow that car . They 'll never let us .
- Have more faith in human nature . The "" B "" retons are back in possession ...
- Gents ! Sorry to bother you . My friend and I need your car for a while .
- As you 're not using it ... Can 't you even answer ?
- I ask you !
- These people are so rude !
- Drop it . Don 't botherthem during the match . They 'll turn nasty .
- We 'll see about that !
- Gentlemen , be decent . My friend needs a car .
- Awoman 's life is at stake .
- Excuse her . She has no idea . Come on . We 're being a nuisance .
- You 're such a coward !
- I 'm deeply sorry ."
27346,Sympathizing,0.9326,8133255,"- You 've had enough , I 'm sorry .",4972031,"- Sorry . You can stop now , all right ?
- Sorry . I 've had enough ."
27347,Sympathizing,0.9326,6058542,- I 'm so sorry .,1337987,"- I never saw this possibility , that I 'd be the one left behind . He won 't be able to bear it if he can 't be with me when ... He won 't be able to bear it .
- I 'm very sorry ."
27348,Sympathizing,0.9326,6662975,- I 'm terribly sorry .,4469843,"- Dasan ! Look ! What a mess !
- Oh , no ! This is terrible ! Get off ! Off ! Give me a hand !
- Pull ' em apart .
- Push ! He won 't budge ! We didn 't plan this !
- We didn 't plan this .
- We didn 't tell him to do that !
- We didn 't tell him to do that .
- Fucking hell ! Captain-san ! We 're so sorry ! Turn around !
- Attention . Yes , sir .
- Know why we 're beating you ? No .
- What ? Stupid pig . Now you understand ? Yes , sir .
- Say it . Why are we beating you ?
- I shouldn 't have come back alive .
- You think dying would 've solved it ?
- Yes , but Your name 's inscribed in the Yasukuni Shrine .
- I 've already informed your father .
- You 're the goddamn hero of the village . And now you 're back , alive . You have lost face for the village and the Imperial Army . Worse , you 've returned with a herd of Chinese swine .
- Bastard . They weren 't the ones who captured me . They saved me . First they captured you , then the pigs saved you . You know how many died in that battle ? If they didn 't ambush us , who did ?
- I was taken to them only after I was shot . I never meant to surrender. I
- What are you saying ? Swine .
- Tell us , were you a prisoner or not ?
- Speak .
- Yes . I passed out , and when I awoke I was tied up in a sack .
- Because you passed out , you think it 's all right ? Couldn 't you have committed suicide ?
- I had no opportunity !
- Bastard ! You need an opportunity to commit suicide ?
- But You think you deserve to live ? Move !
- You bastard . Why aren 't you helping ?
- Feel sorry for him , do you ? You want to forgive him ?
- Hanaya wants to say something .
- Bastard ! I 'm sorry .
- Truly sorry . So truly sorry ."
27349,Sympathizing,0.9326,6058542,- I 'm so sorry .,1592420,"- Forgot .
- I am so sorry ."
27350,Sympathizing,0.9325,3257285,- I 'm sorry to bother you .,278437,"- Ms. Lukesova .
- I 'm sorry to bother you ."
27351,Sympathizing,0.9319,6058542,- I 'm so sorry .,5664548,"- I didn 't think of it as torture at the time . We were doing it for the right reasons . We were . But I think we did more harm than good . I regret it now .
- You came all the way to Afghanistan to tell us this ?
- I 'm very sorry ."
27352,Sympathizing,0.9317,1287963,- I 'm sorry about this .,6084731,"- Your mother and I were pretty concerned about that . So you ended up at that place .
- I 'm sorry about that ."
27353,Sympathizing,0.9316,4847961,"- Hello , mate .",3805872,"- We can leave if you want .
- Welcome !
- Hello , mate ."
27355,Sympathizing,0.9315,6058542,- I 'm so sorry .,6156250,"- Nice . You killed your partner .
- I 'm so sorry ."
27356,Sympathizing,0.9309,6058542,- I 'm so sorry .,541027,"- What are you doing ? ! Stop it !
- The dead guy won 't get drunk just watching us .
- You have no idea wo it is ! Apologize to those ashes !
- Sure , I 'll apologize if you want . I 'm always the one in the wrong .
- I 'm very sorry !"
27357,Sympathizing,0.9306,6058542,- I 'm so sorry .,2763317,"- Hey , shit ! Who told you to take these guys .
- I 'm so sorry ."
27359,Sympathizing,0.9304,1287963,- I 'm sorry about this .,764686,"- Hi , Dad . 'I missed you today . ' I missed you too .
- I am sorry about that ."
27360,Sympathizing,0.9304,6058542,- I 'm so sorry .,1652363,"- Thank you for coming . To everyone who is hurt and tormented by the recent events , especially Michael , I 'm sorry . I don 't expect you to forgive me . However , I will never forget your love and support for these past few years . I have let you down .
- I am sorry ."
27361,Sympathizing,0.9304,1287963,- I 'm sorry about this .,3421401,"- Calvin . What are you doing here ?
- Sorry , Rusty . Sorry for what ?
- Sorry for this ."
27362,Sympathizing,0.9304,7111597,- I 'm not sorry .,390080,"- I never had it in me to kill no dog .
- You 're a good boy , Max . You hear ?
- I 'm not sorry I left you behind .
- I 'm not sorry about nothing ."
27363,Sympathizing,0.9303,6058542,- I 'm so sorry .,2422793,"- Please be careful , sir .
- Well ! I am sorry ."
27364,Sympathizing,0.9302,6058542,- I 'm so sorry .,6292846,"- Help me , Emily . Ali ?
- I am so sorry ."
27365,Sympathizing,0.93,1287963,- I 'm sorry about this .,2000071,"- You 're sorry .
- I 'm sorry ... for hurting you ."
27366,Sympathizing,0.9297,3257285,- I 'm sorry to bother you .,923496,"- I said not to bother me .
- You 're required outside .
- I 'm sorry to bother you ."
27367,Sympathizing,0.9297,6058542,- I 'm so sorry .,3524011,"- I should have adopted both of you when your father died in the fire . You wouldn 't have had to be apart ... if I had convinced grandma .
- I 'm so sorry ."
